User date;Vehicle date;Latitude;Longitude;Height;Vibración;SourceGPS;network;httpresponse;lastconnection;Rumbo (º);Velocidad (km/h);Calidad GPS;disp_stat;Distancia módem (km);Horas módem (h);Contacto;Dentro de una parcela;Estado;Contaminación (%);cmb_prddelay;Rendimiento (t/ha);Peso (remolque) (t);Carga;Peso acumulado (t);Superficie acumulada (ha);Rendimiento medio (t/ha);cmb_state;Caudal de producto (t/h);Revoluc. cinta (rpm);cmb_acc_weigth;Incli. ade-atr (º);Incli. d-i (º);f_impMayor;e_extbxApp;inc_state;f_impMinor
08/09/2024 7:16:04;08/09/2024 7:16:04;36,98163429;-6,12589843;53,7800903320313;0,77;1;1;0;0;172,1;1,0;GPS Fijo (SPS);9;661;299,1;Encendido;Encendido;Conectado, parado;;;;;;;;;;;;;;;;;;
08/09/2024 7:16:16;08/09/2024 7:16:16;36,98158365;-6,1259527;51,887451171875;0,64;1;1;0;0;146,6;2,2;GPS Fijo (SPS);9;661;299,1;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:16:28;08/09/2024 7:16:28;36,98154368;-6,12602183;57,2115478515625;0,69;1;1;0;0;184,1;2,2;GPS Fijo (SPS);9;661;299,1;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:16:39;08/09/2024 7:16:39;36,98150838;-6,12611287;51,443603515625;0,81;1;1;0;0;245,6;5,0;GPS Fijo (SPS);9;661;299,1;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:16:49;08/09/2024 7:16:49;36,98153;-6,12619045;64,4164428710938;0,73;1;1;0;0;170,8;1,2;GPS Fijo (SPS);9;661;299,1;Encendido;Encendido;Conectado, parado;;;;;;;;;;;;;;;;;;
08/09/2024 7:17:01;08/09/2024 7:17:01;36,98147847;-6,12621427;48,580810546875;0,83;1;1;200;1725772614;26,1;1,8;GPS Fijo (SPS);9;661;299,1;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:17:13;08/09/2024 7:17:13;36,98146421;-6,12628013;59,4956665039063;0,87;1;1;200;1725772614;171,2;3,5;GPS Fijo (SPS);9;661;299,1;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:17:24;08/09/2024 7:17:24;36,98140668;-6,12642368;47,8677978515625;0,78;1;1;200;1725772614;216,3;3,6;GPS Fijo (SPS);9;661;299,1;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:17:36;08/09/2024 7:17:36;36,98129692;-6,12631801;57,22705078125;0,78;1;1;200;1725772614;262,9;1,8;GPS Fijo (SPS);9;661;299,1;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:17:49;08/09/2024 7:17:49;36,98130216;-6,12644911;46,1176147460938;0,63;1;1;200;1725772614;186,3;2,0;GPS Fijo (SPS);9;662;299,1;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:18:02;08/09/2024 7:18:02;36,98131016;-6,126472;49,2467651367188;0,93;1;1;200;1725772674;226,5;2,2;GPS Fijo (SPS);9;662;299,1;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:18:12;08/09/2024 7:18:12;36,981278;-6,12666389;54,748046875;0,91;1;1;200;1725772674;201,4;2,8;GPS Fijo (SPS);9;662;299,1;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:18:23;08/09/2024 7:18:23;36,98128624;-6,12662021;41,2786865234375;0,28;1;1;200;1725772674;252,9;4,6;GPS Fijo (SPS);9;662;299,1;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:18:36;08/09/2024 7:18:36;36,98135925;-6,12672443;50,9248046875;0,47;1;1;200;1725772674;265,3;2,8;GPS Fijo (SPS);9;662;299,1;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:18:48;08/09/2024 7:18:48;36,98118129;-6,12678195;56,772705078125;0,35;1;1;200;1725772674;245,8;1,7;GPS Fijo (SPS);9;662;299,1;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:19:00;08/09/2024 7:19:00;36,98114726;-6,12689556;52,7813110351563;0,27;1;1;200;1725772735;218,1;2,1;GPS Fijo (SPS);9;662;299,1;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:19:12;08/09/2024 7:19:12;36,98117647;-6,12687747;55,6207275390625;0,32;1;1;200;1725772735;107,0;1,4;GPS Fijo (SPS);9;662;299,1;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:19:24;08/09/2024 7:19:24;36,98105653;-6,12691445;53,144287109375;0,29;1;1;200;1725772735;289,2;5,2;GPS Fijo (SPS);9;662;299,1;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:19:37;08/09/2024 7:19:37;36,9811186;-6,12698522;53,0587768554688;0,35;1;1;200;1725772735;246,8;1,7;GPS Fijo (SPS);9;662;299,1;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:19:48;08/09/2024 7:19:48;36,98101431;-6,12715899;64,7078247070313;0,30;1;1;200;1725772735;154,9;2,6;GPS Fijo (SPS);9;662;299,1;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:20:01;08/09/2024 7:20:01;36,98100219;-6,12714125;53,21484375;0,37;1;1;200;1725772795;230,4;3,0;GPS Fijo (SPS);9;662;299,1;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:20:11;08/09/2024 7:20:11;36,98100525;-6,12721842;55,5883178710938;0,32;1;1;200;1725772795;344,0;8,3;GPS Fijo (SPS);9;662;299,1;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:20:22;08/09/2024 7:20:22;36,98107959;-6,12730374;57,7373657226563;0,35;1;1;200;1725772795;319,3;4,4;GPS Fijo (SPS);9;662;299,1;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:20:34;08/09/2024 7:20:34;36,98092198;-6,12740364;46,2040405273438;0,26;1;1;200;1725772795;247,6;1,9;GPS Fijo (SPS);9;662;299,2;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:20:44;08/09/2024 7:20:44;36,98086589;-6,12748031;55,7632446289063;0,31;1;1;200;1725772795;185,6;2,2;GPS Fijo (SPS);9;662;299,2;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:20:58;08/09/2024 7:20:58;36,98079349;-6,12752761;58,092529296875;0,31;1;1;200;1725772855;185,6;1,2;GPS Fijo (SPS);9;662;299,2;Encendido;Encendido;Conectado, parado;;;;;;;;;;;;;;;;;;
08/09/2024 7:21:11;08/09/2024 7:21:11;36,98074212;-6,12763415;50,9189453125;0,31;1;1;200;1725772855;180,3;1,4;GPS Fijo (SPS);9;662;299,2;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:21:22;08/09/2024 7:21:22;36,98075354;-6,1276395;64,0353393554688;0,37;1;1;200;1725772855;193,8;3,2;GPS Fijo (SPS);9;662;299,2;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:21:33;08/09/2024 7:21:33;36,98074003;-6,12766966;52,1411743164063;0,30;1;1;200;1725772855;258,0;3,7;GPS Fijo (SPS);9;662;299,2;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:21:45;08/09/2024 7:21:45;36,98067232;-6,12762067;55,4966430664063;0,31;1;1;200;1725772855;165,9;1,1;GPS Fijo (SPS);9;662;299,2;Encendido;Encendido;Conectado, parado;;;;;;;;;;;;;;;;;;
08/09/2024 7:21:57;08/09/2024 7:21:57;36,98066105;-6,1277404;57,6890258789063;0,49;1;1;200;1725772915;195,4;2,2;GPS Fijo (SPS);9;662;299,2;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:22:08;08/09/2024 7:22:08;36,98064157;-6,12792086;48,7661743164063;0,45;1;1;200;1725772915;230,2;1,4;GPS Fijo (SPS);9;662;299,2;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:22:20;08/09/2024 7:22:20;36,9807572;-6,12781528;48,889404296875;0,30;1;1;200;1725772915;259,9;0,6;GPS Fijo (SPS);9;662;299,2;Encendido;Encendido;Conectado, parado;;;;;;;;;;;;;;;;;;
08/09/2024 7:22:31;08/09/2024 7:22:31;36,98064368;-6,12767662;45,2283935546875;0,57;1;1;200;1725772915;162,0;2,1;GPS Fijo (SPS);9;662;299,2;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:22:43;08/09/2024 7:22:43;36,98056765;-6,1278656;60,9099731445313;0,33;1;1;200;1725772915;328,0;6,9;GPS Fijo (SPS);9;662;299,2;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:22:55;08/09/2024 7:22:55;36,98059134;-6,12790767;48,8224487304688;1,06;1;1;200;1725772975;334,7;2,6;GPS Fijo (SPS);9;662;299,2;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:23:08;08/09/2024 7:23:08;36,98069836;-6,12794517;70,1272583007813;1,09;1;1;200;1725772975;329,8;3,1;GPS Fijo (SPS);9;663;299,2;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:23:20;08/09/2024 7:23:20;36,9808645;-6,12808398;62,01318359375;0,67;1;1;200;1725772975;329,9;1,2;GPS Fijo (SPS);9;663;299,2;Encendido;Encendido;Conectado, parado;;;;;;;;;;;;;;;;;;
08/09/2024 7:23:30;08/09/2024 7:23:30;36,98090854;-6,1280028;32,9661865234375;0,67;1;1;200;1725772975;65,3;2,7;GPS Fijo (SPS);9;663;299,2;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:23:42;08/09/2024 7:23:42;36,98084078;-6,12796528;61,4888305664063;0,72;1;1;200;1725772975;0,0;0,0;GPS Fijo (SPS);9;663;299,2;Encendido;Encendido;Conectado, parado;;;;;;;;;;;;;;;;;;
08/09/2024 7:23:55;08/09/2024 7:23:55;36,98084444;-6,12794412;68,8623657226563;0,97;1;1;200;1725773035;0,0;0,0;GPS Fijo (SPS);9;663;299,2;Encendido;Encendido;Conectado, parado;;;;;;;;;;;;;;;;;;
08/09/2024 7:24:08;08/09/2024 7:24:08;36,98085492;-6,1279261;64,332275390625;0,89;1;1;200;1725773035;0,0;0,0;GPS Fijo (SPS);9;663;299,2;Encendido;Encendido;Conectado, parado;;;;;;;;;;;;;;;;;;
08/09/2024 7:24:21;08/09/2024 7:24:21;36,98085623;-6,12793096;64,4216918945313;1,15;1;1;200;1725773035;0,0;0,0;GPS Fijo (SPS);9;663;299,2;Encendido;Encendido;Conectado, parado;;;;;;;;;;;;;;;;;;
08/09/2024 7:24:32;08/09/2024 7:24:32;36,98088231;-6,12788887;63,7637329101563;0,97;1;1;200;1725773035;60,8;2,1;GPS Fijo (SPS);9;663;299,2;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:24:43;08/09/2024 7:24:43;36,98096116;-6,1278417;61,980224609375;0,96;1;1;200;1725773035;346,1;1,0;GPS Fijo (SPS);9;663;299,2;Encendido;Encendido;Conectado, parado;;;;;;;;;;;;;;;;;;
08/09/2024 7:24:55;08/09/2024 7:24:55;36,98100495;-6,12773209;63,71923828125;0,89;1;1;200;1725773095;57,6;1,9;GPS Fijo (SPS);9;663;299,2;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:25:06;08/09/2024 7:25:06;36,98104963;-6,12763625;62,1635131835938;1,16;1;1;200;1725773095;52,3;2,1;GPS Fijo (SPS);9;663;299,2;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:25:17;08/09/2024 7:25:17;36,98108011;-6,12752992;60,1648559570313;0,95;1;1;200;1725773095;61,4;2,3;GPS Fijo (SPS);9;663;299,2;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:25:27;08/09/2024 7:25:27;36,98112647;-6,12749866;60,4620361328125;0,83;1;1;200;1725773095;61,8;2,3;GPS Fijo (SPS);9;663;299,2;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:25:38;08/09/2024 7:25:38;36,98116267;-6,12743694;58,7442016601563;1,59;1;1;200;1725773095;69,6;1,5;GPS Fijo (SPS);9;663;299,2;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:25:49;08/09/2024 7:25:49;36,98120092;-6,12735532;57,3742065429688;0,91;1;1;200;1725773140;55,0;2,8;GPS Fijo (SPS);9;663;299,2;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:26:01;08/09/2024 7:26:01;36,98125111;-6,12729552;55,156005859375;0,84;1;1;200;1725773140;71,6;1,7;GPS Fijo (SPS);9;663;299,2;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:26:12;08/09/2024 7:26:12;36,98129054;-6,12722889;57,4315795898438;1,08;1;1;200;1725773140;63,6;2,7;GPS Fijo (SPS);9;663;299,2;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:26:23;08/09/2024 7:26:23;36,98134714;-6,12717141;54,609375;1,16;1;1;200;1725773140;47,7;2,1;GPS Fijo (SPS);9;663;299,3;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:26:34;08/09/2024 7:26:34;36,981382;-6,12714716;55,2300415039063;0,97;1;1;200;1725773140;43,3;2,1;GPS Fijo (SPS);9;663;299,3;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:26:45;08/09/2024 7:26:45;36,98141332;-6,12715443;53,9153442382813;1,28;1;1;200;1725773140;65,6;2,1;GPS Fijo (SPS);9;663;299,3;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:26:57;08/09/2024 7:26:57;36,98142193;-6,12701168;54,442138671875;1,63;1;1;200;1725773215;49,9;2,7;GPS Fijo (SPS);9;663;299,3;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:27:08;08/09/2024 7:27:08;36,981419;-6,12690562;54,8400268554688;0,97;1;1;200;1725773215;66,8;2,0;GPS Fijo (SPS);9;663;299,3;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:27:18;08/09/2024 7:27:18;36,98144348;-6,12687148;54,6052856445313;1,44;1;1;200;1725773215;57,2;1,6;GPS Fijo (SPS);9;663;299,3;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:27:30;08/09/2024 7:27:30;36,98154356;-6,12689413;53,3262939453125;0,88;1;1;200;1725773215;17,3;1,8;GPS Fijo (SPS);9;663;299,3;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:27:41;08/09/2024 7:27:41;36,98155915;-6,12681357;49,7868041992188;1,13;1;1;200;1725773260;69,8;2,3;GPS Fijo (SPS);9;663;299,3;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:27:52;08/09/2024 7:27:52;36,98157376;-6,12671406;47,895751953125;1,09;1;1;200;1725773260;39,4;1,3;GPS Fijo (SPS);9;663;299,3;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:28:03;08/09/2024 7:28:03;36,98161369;-6,12668324;47,4483032226563;1,18;1;1;200;1725773260;45,0;1,5;GPS Fijo (SPS);9;663;299,3;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:28:15;08/09/2024 7:28:15;36,98164321;-6,12666129;49,6054077148438;1,02;1;1;200;1725773260;42,3;1,1;GPS Fijo (SPS);9;663;299,3;Encendido;Encendido;Conectado, parado;;;;;;;;;;;;;;;;;;
08/09/2024 7:28:25;08/09/2024 7:28:25;36,9816559;-6,12659204;50,1287231445313;1,27;1;1;200;1725773260;105,9;2,4;GPS Fijo (SPS);9;663;299,3;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:28:36;08/09/2024 7:28:36;36,98167833;-6,12654971;50,9931640625;0,83;1;1;200;1725773260;71,4;0,8;GPS Fijo (SPS);9;663;299,3;Encendido;Encendido;Conectado, parado;;;;;;;;;;;;;;;;;;
08/09/2024 7:28:47;08/09/2024 7:28:47;36,98170628;-6,12649464;50,3939208984375;1,36;1;1;200;1725773320;54,2;2,2;GPS Fijo (SPS);9;663;299,3;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:28:58;08/09/2024 7:28:58;36,98173492;-6,12641883;50,79736328125;1,05;1;1;200;1725773320;63,7;2,8;GPS Fijo (SPS);9;663;299,3;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:29:08;08/09/2024 7:29:08;36,98180312;-6,12631863;49,581298828125;1,82;1;1;200;1725773320;0,0;0,0;GPS Fijo (SPS);9;663;299,3;Encendido;Encendido;Conectado, parado;;;;;;;;;;;;;;;;;;
08/09/2024 7:29:20;08/09/2024 7:29:20;36,98178958;-6,12632666;50,13037109375;1,24;1;1;200;1725773320;0,0;0,0;GPS Fijo (SPS);9;663;299,3;Encendido;Encendido;Conectado, parado;;;;;;;;;;;;;;;;;;
08/09/2024 7:29:31;08/09/2024 7:29:31;36,98182095;-6,12627491;49,5123291015625;1,13;1;1;200;1725773365;62,0;2,2;GPS Fijo (SPS);9;663;299,3;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:29:42;08/09/2024 7:29:42;36,98186334;-6,12623484;52,3350830078125;1,08;1;1;200;1725773365;40,9;1,5;GPS Fijo (SPS);9;663;299,3;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:29:53;08/09/2024 7:29:53;36,98188993;-6,12617583;53,256591796875;0,96;1;1;200;1725773365;63,1;1,8;GPS Fijo (SPS);9;663;299,3;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:30:05;08/09/2024 7:30:05;36,98191927;-6,12610778;52,4561767578125;1,05;1;1;200;1725773365;66,0;2,4;GPS Fijo (SPS);9;663;299,3;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:30:16;08/09/2024 7:30:16;36,98194683;-6,12607001;56,2305908203125;0,94;1;1;200;1725773365;54,1;2,0;GPS Fijo (SPS);9;663;299,3;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:30:27;08/09/2024 7:30:27;36,98200099;-6,12594376;51,08740234375;0,89;1;1;200;1725773425;66,6;2,5;GPS Fijo (SPS);9;663;299,3;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:30:39;08/09/2024 7:30:39;36,98203458;-6,12596388;54,3963012695313;1,11;1;1;200;1725773425;59,5;1,7;GPS Fijo (SPS);9;663;299,3;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:30:50;08/09/2024 7:30:50;36,98204115;-6,12590576;53,2064819335938;0,97;1;1;200;1725773425;0,0;0,0;GPS Fijo (SPS);9;663;299,3;Encendido;Encendido;Conectado, parado;;;;;;;;;;;;;;;;;;
08/09/2024 7:31:02;08/09/2024 7:31:02;36,98204541;-6,12590761;52,9444580078125;1,32;1;1;200;1725773425;0,0;0,0;GPS Fijo (SPS);9;663;299,3;Encendido;Encendido;Conectado, parado;;;;;;;;;;;;;;;;;;
08/09/2024 7:31:12;08/09/2024 7:31:12;36,98204427;-6,12591352;52,6724853515625;0,64;1;1;200;1725773425;0,0;0,0;GPS Fijo (SPS);9;663;299,3;Encendido;Encendido;Conectado, parado;;;;;;;;;;;;;;;;;;
08/09/2024 7:31:23;08/09/2024 7:31:23;36,98203222;-6,12587052;52,9201049804688;0,68;1;1;200;1725773425;47,8;1,7;GPS Fijo (SPS);9;663;299,3;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:31:33;08/09/2024 7:31:33;36,98201024;-6,12586292;52,9852294921875;0,85;1;1;200;1725773485;113,0;2,1;GPS Fijo (SPS);9;663;299,3;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:31:45;08/09/2024 7:31:45;36,98200903;-6,12578406;58,5243530273438;0,94;1;1;200;1725773485;147,5;2,8;GPS Fijo (SPS);9;663;299,3;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:31:56;08/09/2024 7:31:56;36,98190613;-6,12575472;56,3242797851563;0,78;1;1;200;1725773485;149,4;4,1;GPS Fijo (SPS);9;663;299,3;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:32:07;08/09/2024 7:32:07;36,98176561;-6,12576826;55,8065185546875;0,92;1;1;200;1725773485;200,1;5,9;GPS Fijo (SPS);9;663;299,3;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:32:18;08/09/2024 7:32:18;36,98176608;-6,12577763;52,0930786132813;0,91;1;1;200;1725773530;255,9;2,7;GPS Fijo (SPS);9;663;299,3;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:32:29;08/09/2024 7:32:29;36,98177196;-6,12577881;51,6028442382813;0,94;1;1;200;1725773530;252,4;1,2;GPS Fijo (SPS);9;663;299,4;Encendido;Encendido;Conectado, parado;;;;;;;;;;;;;;;;;;
08/09/2024 7:32:40;08/09/2024 7:32:40;36,98171535;-6,12587409;52,6633911132813;1,36;1;1;200;1725773530;233,4;2,8;GPS Fijo (SPS);9;663;299,4;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:32:51;08/09/2024 7:32:51;36,98168969;-6,12589176;51,22412109375;0,97;1;1;200;1725773530;227,5;2,3;GPS Fijo (SPS);9;663;299,4;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:33:02;08/09/2024 7:33:02;36,98165795;-6,1259185;51,109619140625;0,97;1;1;200;1725773530;249,8;1,6;GPS Fijo (SPS);9;663;299,4;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:33:14;08/09/2024 7:33:14;36,9816175;-6,12599288;48,872802734375;1,28;1;1;200;1725773590;223,9;3,2;GPS Fijo (SPS);9;663;299,4;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:33:24;08/09/2024 7:33:24;36,98159142;-6,12604839;46,899169921875;0,91;1;1;200;1725773590;207,3;2,2;GPS Fijo (SPS);9;663;299,4;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:33:35;08/09/2024 7:33:35;36,98158616;-6,12610115;48,2394409179688;0,77;1;1;200;1725773590;254,1;3,2;GPS Fijo (SPS);9;663;299,4;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:33:46;08/09/2024 7:33:46;36,98154734;-6,1261581;49,7685546875;0,77;1;1;200;1725773590;242,3;1,8;GPS Fijo (SPS);9;663;299,4;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:33:56;08/09/2024 7:33:56;36,98152047;-6,12620795;49,4201049804688;0,67;1;1;200;1725773590;244,2;2,3;GPS Fijo (SPS);9;663;299,4;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:34:08;08/09/2024 7:34:08;36,98146235;-6,1262581;50,2474975585938;0,67;1;1;200;1725773590;223,7;2,4;GPS Fijo (SPS);9;663;299,4;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:34:18;08/09/2024 7:34:18;36,98140029;-6,12629955;51,0819702148438;1,15;1;1;200;1725773650;231,5;1,7;GPS Fijo (SPS);9;663;299,4;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:34:28;08/09/2024 7:34:28;36,98135644;-6,12631403;48,8948974609375;0,97;1;1;200;1725773650;207,3;2,2;GPS Fijo (SPS);9;663;299,4;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:34:40;08/09/2024 7:34:40;36,98138457;-6,12640213;47,4387817382813;0,91;1;1;200;1725773650;257,3;1,9;GPS Fijo (SPS);9;663;299,4;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:34:51;08/09/2024 7:34:51;36,98133018;-6,12648348;52,021728515625;1,57;1;1;200;1725773650;255,8;1,8;GPS Fijo (SPS);9;663;299,4;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:35:03;08/09/2024 7:35:03;36,98130538;-6,12653434;50,1546020507813;1,28;1;1;200;1725773695;237,2;2,2;GPS Fijo (SPS);9;663;299,4;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:35:15;08/09/2024 7:35:15;36,98123522;-6,12661623;50,8302001953125;1,14;1;1;200;1725773695;228,0;2,2;GPS Fijo (SPS);9;663;299,4;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:35:26;08/09/2024 7:35:26;36,98118282;-6,12666774;52,817138671875;0,86;1;1;200;1725773695;192,5;1,0;GPS Fijo (SPS);9;663;299,4;Encendido;Encendido;Conectado, parado;;;;;;;;;;;;;;;;;;
08/09/2024 7:35:38;08/09/2024 7:35:38;36,98120644;-6,12672456;52,8828735351563;1,22;1;1;200;1725773695;228,6;1,9;GPS Fijo (SPS);9;663;299,4;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:35:48;08/09/2024 7:35:48;36,98118603;-6,12677628;52,9799194335938;0,85;1;1;200;1725773695;236,3;1,3;GPS Fijo (SPS);9;663;299,4;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:35:59;08/09/2024 7:35:59;36,98114587;-6,12684986;53,2431640625;0,80;1;1;200;1725773755;252,0;2,6;GPS Fijo (SPS);9;663;299,4;Encendido;Encendido;Conectado, trabajando;;;;;;;;;;;;;;;;;;
08/09/2024 7:36:10;08/09/2024 7:36:10;36,98112965;-6,12691775;52,2069702148438;0,96;1;1;200;1725773755;0,0;0,0;GPS Fijo (SPS);9;663;299,4;Encendido;Encendido;Conectado, parado;;;;;;;;;;;;;;;;;;
