User date;Vehicle date;Latitude;Longitude;Height;Vibración;SourceGPS;network;httpresponse;lastconnection;Rumbo (º);Velocidad (km/h);Calidad GPS;cmb_state;Caudal de producto (t/h);Revoluc. cinta (rpm);cmb_acc_weigth;Incli. ade-atr (º);Incli. d-i (º);f_impMayor;e_extbxApp;inc_state;f_impMinor;disp_stat;Distancia módem (km);Horas módem (h);Contacto;Dentro de una parcela;Estado;Contaminación (%);cmb_prddelay;Rendimiento (t/ha);Peso (remolque) (t);Carga;Peso acumulado (t);Superficie acumulada (ha);Rendimiento medio (t/ha)
09/09/2024 7:03:48;09/09/2024 7:03:48;36,952162;-6,088159666;0;0,06;2;1;0;0;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;0;1;14;1;1;9;693;312,4;Encendido;Encendido;Conectado, parado;;;;;;;;
09/09/2024 7:03:58;09/09/2024 7:03:58;36,952161833;-6,0881595;0;0,08;2;1;0;0;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;0;1;14;1;1;9;693;312,4;Encendido;Encendido;Conectado, parado;;;;;;;;
09/09/2024 7:04:08;09/09/2024 7:04:08;36,9521595;-6,088159666;0;0,07;2;1;0;0;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;0;1;14;1;1;9;693;312,4;Encendido;Encendido;Conectado, parado;;;;;;;;
09/09/2024 7:04:18;09/09/2024 7:04:18;36,952158333;-6,088159166;0;0,04;2;1;0;0;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;0;1;14;1;1;9;693;312,4;Encendido;Encendido;Conectado, parado;;;;;;;;
09/09/2024 7:04:28;09/09/2024 7:04:28;36,952159166;-6,088158166;0;0,06;2;1;0;0;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;-1;1;14;1;1;9;693;312,4;Encendido;Encendido;Conectado, parado;;;;;;;;
09/09/2024 7:04:38;09/09/2024 7:04:38;36,952162;-6,088157833;0;0,11;2;1;200;1725858276;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;0;1;14;1;1;9;693;312,4;Encendido;Encendido;Conectado, parado;;;;;;;;
09/09/2024 7:04:48;09/09/2024 7:04:48;36,952164333;-6,088157333;0;0,06;2;1;200;1725858276;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;-1;1;14;1;1;9;693;312,4;Encendido;Encendido;Conectado, parado;;;;;;;;
09/09/2024 7:04:59;09/09/2024 7:04:59;36,952167666;-6,088157166;0;0,10;2;1;200;1725858276;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;0;1;14;1;1;9;693;312,4;Encendido;Encendido;Conectado, parado;;;;;;;;
09/09/2024 7:05:09;09/09/2024 7:05:09;36,952169166;-6,088159;0;0,05;2;1;200;1725858276;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;0;1;14;1;1;9;693;312,4;Encendido;Encendido;Conectado, parado;;;;;;;;
09/09/2024 7:05:19;09/09/2024 7:05:19;36,9521685;-6,088162;0;0,24;2;1;200;1725858276;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;0;1;14;1;1;9;693;312,4;Encendido;Encendido;Conectado, parado;;;;;;;;
09/09/2024 7:05:29;09/09/2024 7:05:29;36,952168166;-6,0881655;0;0,03;2;1;200;1725858276;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;-1;1;14;1;1;9;693;312,4;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:05:39;09/09/2024 7:05:39;36,952167333;-6,088166166;0;0,06;2;1;200;1725858336;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;0;1;14;1;1;9;693;312,4;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:05:50;09/09/2024 7:05:50;36,952168166;-6,088165333;0;0,05;2;1;200;1725858336;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;-1;1;14;1;1;9;693;312,4;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:06:02;09/09/2024 7:06:02;36,952167833;-6,088163833;0;0,02;2;1;200;1725858336;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;-1;1;14;1;1;9;693;312,4;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:06:12;09/09/2024 7:06:12;36,952169166;-6,088163833;0;0,02;2;1;200;1725858336;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;-1;1;14;1;1;9;693;312,4;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:06:22;09/09/2024 7:06:22;36,952168;-6,0881645;0;0,02;2;1;200;1725858381;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;-1;1;14;1;1;9;693;312,4;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:06:32;09/09/2024 7:06:32;36,952168;-6,088164666;0;0,02;2;1;200;1725858381;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;-1;1;14;1;1;9;693;312,4;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:06:43;09/09/2024 7:06:43;36,9521685;-6,088164666;0;0,01;2;1;200;1725858381;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;-1;1;14;1;1;9;693;312,5;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:06:53;09/09/2024 7:06:53;36,952169833;-6,088161666;0;0,02;2;1;200;1725858381;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;0;1;14;1;1;9;693;312,5;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:07:03;09/09/2024 7:07:03;36,952171;-6,088158666;0;0,02;2;1;200;1725858381;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;-1;1;14;1;1;9;693;312,5;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:07:14;09/09/2024 7:07:14;36,952170833;-6,088158833;0;0,06;2;1;200;1725858381;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;-1;1;14;1;1;9;693;312,5;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:07:25;09/09/2024 7:07:25;36,952172166;-6,088160666;0;0,06;2;1;200;1725858441;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;-1;1;14;1;1;9;693;312,5;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:07:35;09/09/2024 7:07:35;36,952171166;-6,088160166;0;0,04;2;1;200;1725858441;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;0;1;14;1;1;9;693;312,5;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:07:45;09/09/2024 7:07:45;36,952171333;-6,08816;0;0,08;2;1;200;1725858441;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;0;1;14;1;1;9;693;312,5;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:07:55;09/09/2024 7:07:55;36,9521695;-6,0881625;0;0,05;2;1;200;1725858441;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;-1;1;14;1;1;9;693;312,5;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:08:06;09/09/2024 7:08:06;36,9521685;-6,088164333;0;0,06;2;1;200;1725858441;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;-1;1;14;1;1;9;693;312,5;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:08:17;09/09/2024 7:08:17;36,952167333;-6,088164;0;0,05;2;1;200;1725858486;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;0;1;14;1;1;9;693;312,5;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:08:29;09/09/2024 7:08:29;36,952167333;-6,0881635;0;0,08;2;1;200;1725858486;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;0;1;14;1;1;9;693;312,5;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:08:39;09/09/2024 7:08:39;36,952165666;-6,088163666;0;0,08;2;1;200;1725858486;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;-1;1;14;1;1;9;693;312,5;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:08:49;09/09/2024 7:08:49;36,9521645;-6,088164333;0;0,13;2;1;200;1725858486;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;0;1;14;1;1;9;693;312,5;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:09:00;09/09/2024 7:09:00;36,952163;-6,088164833;0;0,15;2;1;200;1725858486;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;-1;1;14;1;1;9;693;312,5;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:09:11;09/09/2024 7:09:11;36,952162;-6,0881665;0;0,10;2;1;200;1725858546;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;-1;1;14;1;1;9;693;312,5;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:09:21;09/09/2024 7:09:21;36,952164;-6,0881665;0;0,14;2;1;200;1725858546;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;0;1;14;1;1;9;693;312,5;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:09:31;09/09/2024 7:09:31;36,952163833;-6,088165;0;0,05;2;1;200;1725858546;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;0;1;14;1;1;9;693;312,5;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:09:41;09/09/2024 7:09:41;36,952164333;-6,0881645;0;0,12;2;1;200;1725858546;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;0;1;14;1;1;9;693;312,5;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:09:52;09/09/2024 7:09:52;36,9521665;-6,088163833;0;0,06;2;1;200;1725858591;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;0;1;14;1;1;9;693;312,5;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:10:02;09/09/2024 7:10:02;36,952166666;-6,088163833;0;0,07;2;1;200;1725858591;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;0;1;14;1;1;9;693;312,5;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:10:13;09/09/2024 7:10:13;36,952165833;-6,088163666;0;0,09;2;1;200;1725858591;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;0;1;14;1;1;9;693;312,5;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:10:24;09/09/2024 7:10:24;36,9521655;-6,088162166;0;0,06;2;1;200;1725858591;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;0;1;14;1;1;9;693;312,5;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:10:34;09/09/2024 7:10:34;36,9521625;-6,088161833;0;0,04;2;1;200;1725858591;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;0;1;14;1;1;9;693;312,5;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:10:44;09/09/2024 7:10:44;36,952160666;-6,0881625;0;0,08;2;1;200;1725858591;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;0;1;14;1;1;9;693;312,5;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:10:55;09/09/2024 7:10:55;36,952159;-6,088162666;0;0,05;2;1;200;1725858651;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;0;1;14;1;1;9;693;312,5;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:11:05;09/09/2024 7:11:05;36,9521595;-6,088163166;0;0,06;2;1;200;1725858651;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;0;1;14;1;1;9;693;312,5;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:11:16;09/09/2024 7:11:16;36,9521605;-6,088164666;0;0,04;2;1;200;1725858651;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;0;1;14;1;1;9;693;312,5;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:11:27;09/09/2024 7:11:27;36,952161166;-6,088163666;0;0,06;2;1;200;1725858651;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;0;1;14;1;1;9;693;312,5;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:11:37;09/09/2024 7:11:37;36,9521615;-6,088164833;0;0,06;2;1;200;1725858696;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;0;1;14;1;1;9;693;312,5;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:11:48;09/09/2024 7:11:48;36,952162666;-6,088165666;0;0,08;2;1;200;1725858696;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;0;1;14;1;1;9;693;312,5;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:11:59;09/09/2024 7:11:59;36,952162166;-6,088166333;0;0,05;2;1;200;1725858696;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;0;1;14;1;1;9;693;312,5;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:12:09;09/09/2024 7:12:09;36,952161166;-6,088166833;0;0,05;2;1;200;1725858696;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;0;1;14;1;1;9;693;312,5;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:12:21;09/09/2024 7:12:21;36,9521605;-6,088166333;0;0,07;2;1;200;1725858696;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;0;1;14;1;1;9;693;312,5;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:12:31;09/09/2024 7:12:31;36,9521635;-6,088165166;0;0,05;2;1;200;1725858696;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;0;1;14;1;1;9;693;312,5;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:12:41;09/09/2024 7:12:41;36,9521635;-6,088164333;0;0,06;2;1;200;1725858756;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;0;1;14;1;1;9;693;312,6;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:12:52;09/09/2024 7:12:52;36,9521625;-6,088164666;0;0,10;2;1;200;1725858756;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;0;1;14;1;1;9;693;312,6;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:13:02;09/09/2024 7:13:02;36,952162833;-6,0881655;0;0,04;2;1;200;1725858756;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;0;1;14;1;1;9;693;312,6;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:13:13;09/09/2024 7:13:13;36,952163166;-6,088166333;0;0,07;2;1;200;1725858756;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;0;1;14;1;1;9;693;312,6;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:13:23;09/09/2024 7:13:23;36,9521615;-6,0881665;0;0,05;2;1;200;1725858801;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;0;1;14;1;1;9;693;312,6;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:13:34;09/09/2024 7:13:34;36,95216;-6,088167166;0;0,03;2;1;200;1725858801;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;0;1;14;1;1;9;693;312,6;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:13:44;09/09/2024 7:13:44;36,952157833;-6,088167833;0;0,05;2;1;200;1725858801;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;0;1;14;1;1;9;693;312,6;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:13:55;09/09/2024 7:13:55;36,9521595;-6,088168833;0;0,20;2;1;200;1725858801;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;0;1;14;1;1;9;693;312,6;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:14:05;09/09/2024 7:14:05;36,952158;-6,088170833;0;0,08;2;1;200;1725858801;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;0;1;14;1;1;9;693;312,6;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:14:15;09/09/2024 7:14:15;36,952159666;-6,088171666;0;0,22;2;1;200;1725858801;0,0;0,0;GPS Fijo (SPS);1;0,0;0;0;-1;0;1;14;1;1;9;693;312,6;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:14:26;09/09/2024 7:14:26;36,952160166;-6,088170333;0;0,12;2;1;200;1725858861;0,0;0,0;GPS Fijo (SPS);1;0,1;43;1391,9552001953125;-1;0;1;14;1;1;9;693;312,6;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:14:36;09/09/2024 7:14:36;36,952161;-6,088166666;0;0,17;2;1;200;1725858861;0,0;0,0;GPS Fijo (SPS);1;0,2;77;8575,8359375;0;1;1;14;1;1;9;693;312,6;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:14:46;09/09/2024 7:14:46;36,952164666;-6,088164666;0;0,13;2;1;200;1725858861;0,0;0,0;GPS Fijo (SPS);1;0,2;86;17141,720703125;0;1;1;14;1;1;9;693;312,6;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:14:57;09/09/2024 7:14:57;36,952166333;-6,088164333;0;0,14;2;1;200;1725858861;0,0;0,0;GPS Fijo (SPS);1;0,1;86;23525,767578125;-2;-1;1;14;1;1;9;693;312,6;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:15:08;09/09/2024 7:15:08;36,952164166;-6,088164;0;0,12;2;1;200;1725858906;0,0;0,0;GPS Fijo (SPS);1;0,0;79;26680,3515625;-2;0;1;14;1;1;9;693;312,6;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:15:19;09/09/2024 7:15:19;36,952161666;-6,088163833;0;0,12;2;1;200;1725858906;0,0;0,0;GPS Fijo (SPS);1;0,0;78;28690,232421875;-2;-1;1;14;1;1;9;693;312,6;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:15:30;09/09/2024 7:15:30;36,952160166;-6,088163833;0;0,14;2;1;200;1725858906;0,0;0,0;GPS Fijo (SPS);1;0,0;87;29232,396484375;-3;-2;1;14;1;1;9;693;312,6;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:15:40;09/09/2024 7:15:40;36,9521625;-6,088164;0;0,14;2;1;200;1725858906;0,0;0,0;GPS Fijo (SPS);1;0,0;87;32998,6953125;-3;-1;1;14;1;1;9;693;312,6;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:15:50;09/09/2024 7:15:50;36,952163666;-6,0881635;0;0,11;2;1;200;1725858906;0,0;0,0;GPS Fijo (SPS);1;0,2;80;40033,8203125;-1;0;1;14;1;1;9;693;312,6;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:16:01;09/09/2024 7:16:01;36,9521635;-6,088163;0;0,12;2;1;200;1725858906;0,0;0,0;GPS Fijo (SPS);1;0,0;88;43305,45703125;0;1;1;14;1;1;9;693;312,6;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:16:11;09/09/2024 7:16:11;36,952163333;-6,088165166;0;0,13;2;1;200;1725858966;0,0;0,0;GPS Fijo (SPS);1;0,0;88;45547,828125;-2;-1;1;14;1;1;9;693;312,6;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:16:23;09/09/2024 7:16:23;36,952162333;-6,088165666;0;0,14;2;1;200;1725858966;0,0;0,0;GPS Fijo (SPS);1;0,0;89;46771,37890625;-2;-1;1;14;1;1;9;693;312,6;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:16:33;09/09/2024 7:16:33;36,952160333;-6,088164166;0;0,15;2;1;200;1725858966;0,0;0,0;GPS Fijo (SPS);1;0,0;80;47380,3515625;-1;0;1;14;1;1;9;693;312,6;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:16:43;09/09/2024 7:16:43;36,952161;-6,088160833;0;0,13;2;1;200;1725858966;0,0;0,0;GPS Fijo (SPS);1;0,0;89;47930,04296875;-3;-1;1;14;1;1;9;693;312,6;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:16:53;09/09/2024 7:16:53;36,952162833;-6,088159;0;0,13;2;1;200;1725859011;0,0;0,0;GPS Fijo (SPS);1;0,0;89;49085,53515625;0;1;1;14;1;1;9;693;312,6;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:17:04;09/09/2024 7:17:04;36,952164666;-6,088159;0;0,16;2;1;200;1725859011;0,0;0,0;GPS Fijo (SPS);1;0,0;81;51652,5859375;0;2;1;14;1;1;9;693;312,6;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:17:16;09/09/2024 7:17:16;36,9521665;-6,088159666;0;0,14;2;1;200;1725859011;0,0;0,0;GPS Fijo (SPS);1;0,0;82;53030,3125;-2;0;1;14;1;1;9;693;312,6;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:17:27;09/09/2024 7:17:27;36,952165166;-6,088161166;0;0,16;2;1;200;1725859011;0,0;0,0;GPS Fijo (SPS);1;0,0;81;55211,1328125;0;1;1;14;1;1;9;693;312,6;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:17:38;09/09/2024 7:17:38;36,952164166;-6,088162166;0;0,14;2;1;200;1725859011;0,0;0,0;GPS Fijo (SPS);1;0,0;90;57804,85546875;-1;0;1;14;1;1;9;693;312,6;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:17:48;09/09/2024 7:17:48;36,952164333;-6,0881635;0;0,14;2;1;200;1725859011;0,0;0,0;GPS Fijo (SPS);1;0,0;89;60857,578125;1;3;1;14;1;1;9;693;312,6;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:17:58;09/09/2024 7:17:58;36,9521645;-6,088164;0;0,12;2;1;200;1725859071;0,0;0,0;GPS Fijo (SPS);1;0,0;90;63300,30859375;1;2;1;14;1;1;9;693;312,6;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:18:09;09/09/2024 7:18:09;36,952165166;-6,088164166;0;0,14;2;1;200;1725859071;0,0;0,0;GPS Fijo (SPS);1;0,0;81;65347,58203125;-1;1;1;14;1;1;9;693;312,6;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:18:19;09/09/2024 7:18:19;36,952166666;-6,088164833;0;0,10;2;1;200;1725859071;0,0;0,0;GPS Fijo (SPS);1;0,0;81;66645,7421875;0;1;1;14;1;1;9;693;312,6;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:18:29;09/09/2024 7:18:29;36,952169666;-6,088165833;0;0,11;2;1;200;1725859071;0,0;0,0;GPS Fijo (SPS);1;0,0;82;69649,9296875;-3;0;1;14;1;1;9;693;312,6;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:18:40;09/09/2024 7:18:40;36,9521715;-6,0881675;0;0,12;2;1;200;1725859116;0,0;0,0;GPS Fijo (SPS);1;0,0;91;69649,9296875;0;0;1;14;1;1;9;693;312,6;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:18:50;09/09/2024 7:18:50;36,952171666;-6,088168;0;0,13;2;1;200;1725859116;0,0;0,0;GPS Fijo (SPS);1;0,0;91;69649,9296875;-2;-1;1;14;1;1;9;693;312,7;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:19:01;09/09/2024 7:19:01;36,952170666;-6,0881685;0;0,12;2;1;200;1725859116;0,0;0,0;GPS Fijo (SPS);1;0,0;91;69649,9296875;0;2;1;14;1;1;9;693;312,7;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:19:12;09/09/2024 7:19:12;36,952170666;-6,088167666;0;0,13;2;1;200;1725859116;0,0;0,0;GPS Fijo (SPS);1;0,0;92;69649,9296875;1;2;1;14;1;1;9;693;312,7;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
09/09/2024 7:19:23;09/09/2024 7:19:23;36,952171333;-6,088166166;0;0,14;2;1;200;1725859116;0,0;0,0;GPS Fijo (SPS);1;0,0;91;69649,9296875;0;2;1;14;1;1;9;693;312,7;Encendido;Encendido;Conectado, parado;0;12;0,0;1021,5;0;1021,5;8,85;115,4
